"index","eco","title","pgn","last_ply","sq_from","sq_to","sq_check","fen"
"120","A20","English, Nimzovich Variation","1. c4 e5 2. Nf3","2. Nf3 ... ","g1","f3","","rnbqkbnr/pppp1ppp/8/4p3/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 1 2"
"121","A20","English, Nimzovich, Flohr Variation","1. c4 e5 2. Nf3 e4","2.  ... e4","e5","e4","","rnbqkbnr/pppp1ppp/8/8/2P1p3/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3"
"122","A21","English Opening","1. c4 e5 2. Nc3","2. Nc3 ... ","b1","c3","","rnbqkbnr/pppp1ppp/8/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 1 2"
"123","A21","English, Troeger defense","1. c4 e5 2. Nc3 d6 3. g3 Be6 4. Bg2 Nc6","4.  ... Nc6","b8","c6","","r2qkbnr/ppp2ppp/2npb3/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 3 5"
"124","A21","English, Keres Variation","1. c4 e5 2. Nc3 d6 3. g3 c6","3.  ... c6","c7","c6","","rnbqkbnr/pp3ppp/2pp4/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4"
"125","A21","English Opening","1. c4 e5 2. Nc3 d6 3. Nf3","3. Nf3 ... ","g1","f3","","rnbqkbnr/ppp2ppp/3p4/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 1 3"
"126","A21","English, Smyslov defense","1. c4 e5 2. Nc3 d6 3. Nf3 Bg4","3.  ... Bg4","c8","g4","","rn1qkbnr/ppp2ppp/3p4/4p3/2P3b1/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 2 4"
"127","A21","English, Kramnik-Shirov counterattack","1. c4 e5 2. Nc3 Bb4","2.  ... Bb4","f8","b4","","rnbqk1nr/pppp1ppp/8/4p3/1bP5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3"
"128","A22","English Opening","1. c4 e5 2. Nc3 Nf6","2.  ... Nf6","g8","f6","","rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3"
"129","A22","English: Bellon gambit","1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 b5","4.  ... b5","b7","b5","","rnbqkb1r/p1pp1ppp/5n2/1p4N1/2P1p3/2N5/PP1PPPPP/R1BQKB1R w KQkq - 0 5"
"130","A22","English: Carls' Bremen system","1. c4 e5 2. Nc3 Nf6 3. g3","3. g3 ... ","g2","g3","","rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3"
"131","A22","English: Bremen, reverse Dragon","1. c4 e5 2. Nc3 Nf6 3. g3 d5","3.  ... d5","d7","d5","","rnbqkb1r/ppp2ppp/5n2/3pp3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4"
"132","A22","English: Bremen, Smyslov system","1. c4 e5 2. Nc3 Nf6 3. g3 Bb4","3.  ... Bb4","f8","b4","","rnbqk2r/pppp1ppp/5n2/4p3/1bP5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 1 4"
"133","A23","English: Bremen system, Keres Variation","1. c4 e5 2. Nc3 Nf6 3. g3 c6","3.  ... c6","c7","c6","","rnbqkb1r/pp1p1ppp/2p2n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4"
"134","A24","English: Bremen system with ...g6","1. c4 e5 2. Nc3 Nf6 3. g3 g6","3.  ... g6","g7","g6","","rnbqkb1r/pppp1p1p/5np1/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4"
"135","A25","English: Sicilian Reversed","1. c4 e5 2. Nc3 Nc6","2.  ... Nc6","b8","c6","","r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3"
"136","A25","English: Closed system","1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7","4.  ... Bg7","f8","g7","","r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 5"
"137","A25","English: Closed, Taimanov Variation","1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Nh6","6.  ... Nh6","g8","h6","","r1bqk2r/ppp2pbp/2np2pn/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R w KQkq - 2 7"
"138","A25","English: Closed, Hort Variation","1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Be6","6.  ... Be6","c8","e6","","r2qk1nr/ppp2pbp/2npb1p1/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R w KQkq - 2 7"
"139","A25","English: Closed, 5.Rb1","1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Rb1","5. Rb1 ... ","a1","b1","","r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/1RBQK1NR b Kkq - 3 5"
"140","A25","English: Closed, 5.Rb1 Taimanov Variation","1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Rb1 Nh6","5.  ... Nh6","g8","h6","","r1bqk2r/pppp1pbp/2n3pn/4p3/2P5/2N3P1/PP1PPPBP/1RBQK1NR w Kkq - 4 6"
"141","A25","English: Closed system (without ...d6)","1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3","5. d3 ... ","d2","d3","","r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2NP2P1/PP2PPBP/R1BQK1NR b KQkq - 0 5"
"142","A26","English: Closed system","1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6","5.  ... d6","d7","d6","","r1bqk1nr/ppp2pbp/2np2p1/4p3/2P5/2NP2P1/PP2PPBP/R1BQK1NR w KQkq - 0 6"
"143","A26","English: Botvinnik system","1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. e4","6. e4 ... ","e2","e4","","r1bqk1nr/ppp2pbp/2np2p1/4p3/2P1P3/2NP2P1/PP3PBP/R1BQK1NR b KQkq - 0 6"
"144","A27","English: Three knights system","1. c4 e5 2. Nc3 Nc6 3. Nf3","3. Nf3 ... ","g1","f3","","r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 3 3"
"145","A28","English: Four knights system","1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6","3.  ... Nf6","g8","f6","","r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 4 4"
"146","A28","English: Nenarokov Variation","1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d4 exd4 5. Nxd4 Bb4 6. Bg5 h6 7. Bh4 Bxc3+ 8. bxc3 Ne5","8.  ... Ne5","c6","e5","","r1bqk2r/pppp1pp1/5n1p/4n3/2PN3B/2P5/P3PPPP/R2QKB1R w KQkq - 1 9"
"147","A28","English: Bradley Beach Variation","1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d4 e4","4.  ... e4","e5","e4","","r1bqkb1r/pppp1ppp/2n2n2/8/2PPp3/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5"
"148","A28","English: Four knights, Nimzovich Variation","1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. e4","4. e4 ... ","e2","e4","","r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R b KQkq - 0 4"
"149","A28","English: Four knights, Marini Variation","1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. a3","4. a3 ... ","a2","a3","","r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/P1N2N2/1P1PPPPP/R1BQKB1R b KQkq - 0 4"
"150","A28","English: Four knights, Capablanca Variation","1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d3","4. d3 ... ","d2","d3","","r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2NP1N2/PP2PPPP/R1BQKB1R b KQkq - 0 4"
"151","A28","English: Four knights, 4.e3","1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. e3","4. e3 ... ","e2","e3","","r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N1PN2/PP1P1PPP/R1BQKB1R b KQkq - 0 4"
"152","A28","English: Four knights, Stean Variation","1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. e3 Bb4 5. Qc2 O-O 6. Nd5 Re8 7. Qf5","7. Qf5 ... ","c2","f5","","r1bqr1k1/pppp1ppp/2n2n2/3NpQ2/1bP5/4PN2/PP1P1PPP/R1B1KB1R b KQ - 6 7"
"153","A28","English: Four knights, Romanishin Variation","1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. e3 Bb4 5. Qc2 Bxc3","5.  ... Bxc3","b4","c3","","r1bqk2r/pppp1ppp/2n2n2/4p3/2P5/2b1PN2/PPQP1PPP/R1B1KB1R w KQkq - 0 6"
"154","A29","English: Four knights, kingside Fianchetto","1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. g3","4. g3 ... ","g2","g3","","r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N2NP1/PP1PPP1P/R1BQKB1R b KQkq - 0 4"
"155","A30","English: Symmetrical Variation","1. c4 c5","1.  ... c5","c7","c5","","rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2"
"156","A30","English: Symmetrical, hedgehog system","1. c4 c5 2. Nf3 Nf6 3. g3 b6 4. Bg2 Bb7 5. O-O e6 6. Nc3 Be7","6.  ... Be7","f8","e7","","rn1qk2r/pb1pbppp/1p2pn2/2p5/2P5/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq - 2 7"
"157","A30","English: Symmetrical, hedgehog, flexible formation","1. c4 c5 2. Nf3 Nf6 3. g3 b6 4. Bg2 Bb7 5. O-O e6 6. Nc3 Be7 7. d4 cxd4 8. Qxd4 d6 9. Rd1 a6 10. b3 Nbd7","10.  ... Nbd7","b8","d7","","r2qk2r/1b1nbppp/pp1ppn2/8/2PQ4/1PN2NP1/P3PPBP/R1BR2K1 w kq - 1 11"
"158","A31","English: Symmetrical, Benoni formation","1. c4 c5 2. Nf3 Nf6 3. d4","3. d4 ... ","d2","d4","","rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3"
"159","A32","English: Symmetrical Variation","1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6","4.  ... e6","e7","e6","","rnbqkb1r/pp1p1ppp/4pn2/8/2PN4/8/PP2PPPP/RNBQKB1R w KQkq - 0 5"
"160","A33","English: Symmetrical Variation","1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. Nc3 Nc6","5.  ... Nc6","b8","c6","","r1bqkb1r/pp1p1ppp/2n1pn2/8/2PN4/2N5/PP2PPPP/R1BQKB1R w KQkq - 2 6"
"161","A33","English: Symmetrical, Geller Variation","1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. Nc3 Nc6 6. g3 Qb6","6.  ... Qb6","d8","b6","","r1b1kb1r/pp1p1ppp/1qn1pn2/8/2PN4/2N3P1/PP2PP1P/R1BQKB1R w KQkq - 1 7"
"162","A34","English: Symmetrical Variation","1. c4 c5 2. Nc3","2. Nc3 ... ","b1","c3","","rnbqkbnr/pp1ppppp/8/2p5/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 1 2"
"163","A34","English: Symmetrical, Three knights system","1. c4 c5 2. Nc3 Nf6 3. Nf3 d5 4. cxd5 Nxd5","4.  ... Nxd5","f6","d5","","rnbqkb1r/pp2pppp/8/2pn4/8/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 5"
"164","A34","English: Symmetrical Variation","1. c4 c5 2. Nc3 Nf6 3. g3","3. g3 ... ","g2","g3","","rnbqkb1r/pp1ppppp/5n2/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3"
"165","A34","English: Symmetrical, Rubinstein system","1. c4 c5 2. Nc3 Nf6 3. g3 d5 4. cxd5 Nxd5 5. Bg2 Nc7","5.  ... Nc7","d5","c7","","rnbqkb1r/ppn1pppp/8/2p5/8/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 6"
"166","A35","English: Symmetrical Variation","1. c4 c5 2. Nc3 Nc6","2.  ... Nc6","b8","c6","","r1bqkbnr/pp1ppppp/2n5/2p5/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3"
"167","A35","English: Symmetrical, Four knights system","1. c4 c5 2. Nc3 Nc6 3. Nf3 Nf6","3.  ... Nf6","g8","f6","","r1bqkb1r/pp1ppppp/2n2n2/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 4 4"
"168","A36","English: Symmetrical Variation","1. c4 c5 2. Nc3 Nc6 3. g3","3. g3 ... ","g2","g3","","r1bqkbnr/pp1ppppp/2n5/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3"
"169","A36","English: ultra-Symmetrical Variation","1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7","4.  ... Bg7","f8","g7","","r1bqk1nr/pp1pppbp/2n3p1/2p5/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 5"
"170","A36","English: Symmetrical, Botvinnik system Reversed","1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 e5","5.  ... e5","e7","e5","","r1bqk1nr/pp1p1pbp/2n3p1/2p1p3/2P5/2N1P1P1/PP1P1PBP/R1BQK1NR w KQkq - 0 6"
"171","A36","English: Symmetrical, Botvinnik system","1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e4","5. e4 ... ","e2","e4","","r1bqk1nr/pp1pppbp/2n3p1/2p5/2P1P3/2N3P1/PP1P1PBP/R1BQK1NR b KQkq - 0 5"
"172","A37","English: Symmetrical Variation","1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3","5. Nf3 ... ","g1","f3","","r1bqk1nr/pp1pppbp/2n3p1/2p5/2P5/2N2NP1/PP1PPPBP/R1BQK2R b KQkq - 3 5"
"173","A37","English: Symmetrical, Botvinnik system Reversed","1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 e5","5.  ... e5","e7","e5","","r1bqk1nr/pp1p1pbp/2n3p1/2p1p3/2P5/2N2NP1/PP1PPPBP/R1BQK2R w KQkq - 0 6"
"174","A38","English: Symmetrical Variation","1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6","5.  ... Nf6","g8","f6","","r1bqk2r/pp1pppbp/2n2np1/2p5/2P5/2N2NP1/PP1PPPBP/R1BQK2R w KQkq - 4 6"
"175","A38","English: Symmetrical, Main line with d3","1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. d3","7. d3 ... ","d2","d3","","r1bq1rk1/pp1pppbp/2n2np1/2p5/2P5/2NP1NP1/PP2PPBP/R1BQ1RK1 b - - 0 7"
"176","A38","English: Symmetrical, Main line with b3","1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. b3","7. b3 ... ","b2","b3","","r1bq1rk1/pp1pppbp/2n2np1/2p5/2P5/1PN2NP1/P2PPPBP/R1BQ1RK1 b - - 0 7"
"177","A39","English: Symmetrical, Main line with d4","1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. d4","7. d4 ... ","d2","d4","","r1bq1rk1/pp1pppbp/2n2np1/2p5/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 0 7"
"178","A40","Queen's pawn","1. d4","1. d4 ... ","d2","d4","","rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1"
"179","A40","Queen's pawn: Lundin (Kevitz-Mikenas) defense","1. d4 Nc6","1.  ... Nc6","b8","c6","","r1bqkbnr/pppppppp/2n5/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2"
"180","A40","Queen's pawn: Charlick (Englund) gambit","1. d4 e5","1.  ... e5","e7","e5","","rnbqkbnr/pppp1ppp/8/4p3/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2"
"181","A40","Queen's pawn: Englund gambit","1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7 4. Qd5 f6 5. exf6 Nxf6","5.  ... Nxf6","g8","f6","","r1b1kb1r/ppppq1pp/2n2n2/3Q4/8/5N2/PPP1PPPP/RNB1KB1R w KQkq - 0 6"
"182","A40","Queen's pawn: English defense","1. d4 b6","1.  ... b6","b7","b6","","rnbqkbnr/p1pppppp/1p6/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2"
"183","A40","Polish defense","1. d4 b5","1.  ... b5","b7","b5","","rnbqkbnr/p1pppppp/8/1p6/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2"
"184","A40","Queen's pawn","1. d4 e6","1.  ... e6","e7","e6","","rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2"
"185","A40","Queen's pawn: Keres defense","1. d4 e6 2. c4 b6","2.  ... b6","b7","b6","","rnbqkbnr/p1pp1ppp/1p2p3/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3"
"186","A40","Queen's pawn: Franco-Indian (Keres) defense","1. d4 e6 2. c4 Bb4+","2.  ... Bb4+","f8","b4","e1","rnbqk1nr/pppp1ppp/4p3/8/1bPP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3"
"187","A40","Modern defense","1. d4 g6","1.  ... g6","g7","g6","","rnbqkbnr/pppppp1p/6p1/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2"
"188","A40","Beefeater defense","1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 f5","5.  ... f5","f7","f5","","rnbqk1nr/pp1pp2p/6p1/2pP1p2/2P5/2P5/P3PPPP/R1BQKBNR w KQkq - 0 6"
"189","A41","Queen's Pawn","1. d4 d6","1.  ... d6","d7","d6","","rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2"
"190","A41","Old Indian: Tartakower (Wade) Variation","1. d4 d6 2. Nf3 Bg4","2.  ... Bg4","c8","g4","","rn1qkbnr/ppp1pppp/3p4/8/3P2b1/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3"
"191","A41","Old Indian defense","1. d4 d6 2. c4","2. c4 ... ","c2","c4","","rnbqkbnr/ppp1pppp/3p4/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2"
"192","A41","Modern defense","1. d4 d6 2. c4 g6 3. Nc3 Bg7","3.  ... Bg7","f8","g7","","rnbqk1nr/ppp1ppbp/3p2p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4"
"193","A41","Robatsch defense: Rossolimo Variation","1. e4 g6 2. d4 Bg7 3. Nf3 d6 4. c4 Bg4","4.  ... Bg4","c8","g4","","rn1qk1nr/ppp1ppbp/3p2p1/8/2PPP1b1/5N2/PP3PPP/RNBQKB1R w KQkq - 1 5"
"194","A42","Modern defense: Averbakh system","1. d4 d6 2. c4 g6 3. Nc3 Bg7 4. e4","4. e4 ... ","e2","e4","","rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4"
"195","A42","Pterodactyl defense","1. d4 d6 2. c4 g6 3. Nc3 Bg7 4. e4 c5 5. Nf3 Qa5","5.  ... Qa5","d8","a5","","rnb1k1nr/pp2ppbp/3p2p1/q1p5/2PPP3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 6"
"196","A42","Modern defense: Averbakh system, Randspringer Variation","1. d4 d6 2. c4 g6 3. Nc3 Bg7 4. e4 f5","4.  ... f5","f7","f5","","rnbqk1nr/ppp1p1bp/3p2p1/5p2/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 5"
"197","A42","Modern defense: Averbakh system, Kotov Variation","1. d4 d6 2. c4 g6 3. Nc3 Bg7 4. e4 Nc6","4.  ... Nc6","b8","c6","","r1bqk1nr/ppp1ppbp/2np2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 1 5"
"198","A43","Old Benoni defense","1. d4 c5","1.  ... c5","c7","c5","","rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2"
"199","A43","Old Benoni: Franco-Benoni defense","1. d4 c5 2. d5 e6 3. e4","3. e4 ... ","e2","e4","","rnbqkbnr/pp1p1ppp/4p3/2pP4/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3"
"200","A43","Old Benoni: Mujannah formation","1. d4 c5 2. d5 f5","2.  ... f5","f7","f5","","rnbqkbnr/pp1pp1pp/8/2pP1p2/8/8/PPP1PPPP/RNBQKBNR w KQkq - 0 3"
"201","A43","Old Benoni defense","1. d4 c5 2. d5 Nf6","2.  ... Nf6","g8","f6","","rnbqkb1r/pp1ppppp/5n2/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq - 1 3"
"202","A43","Woozle defense","1. d4 c5 2. d5 Nf6 3. Nc3 Qa5","3.  ... Qa5","d8","a5","","rnb1kb1r/pp1ppppp/5n2/q1pP4/8/2N5/PPP1PPPP/R1BQKBNR w KQkq - 3 4"
"203","A43","Old Benoni defense","1. d4 c5 2. d5 Nf6 3. Nf3","3. Nf3 ... ","g1","f3","","rnbqkb1r/pp1ppppp/5n2/2pP4/8/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 3"
"204","A43","Hawk (Habichd) defense","1. d4 c5 2. d5 Nf6 3. Nf3 c4","3.  ... c4","c5","c4","","rnbqkb1r/pp1ppppp/5n2/3P4/2p5/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 4"
"205","A43","Old Benoni defense","1. d4 c5 2. d5 d6","2.  ... d6","d7","d6","","rnbqkbnr/pp2pppp/3p4/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq - 0 3"
"206","A43","Old Benoni: Schmid's system","1. d4 c5 2. d5 d6 3. Nc3 g6","3.  ... g6","g7","g6","","rnbqkbnr/pp2pp1p/3p2p1/2pP4/8/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 4"
"207","A44","Old Benoni defense","1. d4 c5 2. d5 e5","2.  ... e5","e7","e5","","rnbqkbnr/pp1p1ppp/8/2pPp3/8/8/PPP1PPPP/RNBQKBNR w KQkq e6 0 3"
"208","A44","Semi-Benoni (`blockade Variation ')","1. d4 c5 2. d5 e5 3. e4 d6","3.  ... d6","d7","d6","","rnbqkbnr/pp3ppp/3p4/2pPp3/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 0 4"
"209","A45","Queen's pawn game","1. d4 Nf6","1.  ... Nf6","g8","f6","","rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2"
"210","A45","Queen's pawn: Bronstein gambit","1. d4 Nf6 2. g4","2. g4 ... ","g2","g4","","rnbqkb1r/pppppppp/5n2/8/3P2P1/8/PPP1PP1P/RNBQKBNR b KQkq - 0 2"
"211","A45","Canard Opening","1. d4 Nf6 2. f4","2. f4 ... ","f2","f4","","rnbqkb1r/pppppppp/5n2/8/3P1P2/8/PPP1P1PP/RNBQKBNR b KQkq - 0 2"
"212","A45","Paleface attack","1. d4 Nf6 2. f3","2. f3 ... ","f2","f3","","rnbqkb1r/pppppppp/5n2/8/3P4/5P2/PPP1P1PP/RNBQKBNR b KQkq - 0 2"
"213","A45","Blackmar-Diemer gambit","1. d4 Nf6 2. f3 d5 3. e4","3. e4 ... ","e2","e4","","rnbqkb1r/ppp1pppp/5n2/3p4/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq - 0 3"
"214","A45","Gedult attack","1. d4 Nf6 2. f3 d5 3. g4","3. g4 ... ","g2","g4","","rnbqkb1r/ppp1pppp/5n2/3p4/3P2P1/5P2/PPP1P2P/RNBQKBNR b KQkq - 0 3"
"215","A45","Trompovsky attack (Ruth, Opovcensky Opening)","1. d4 Nf6 2. Bg5","2. Bg5 ... ","c1","g5","","rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 2 2"
"216","A46","Queen's pawn game","1. d4 Nf6 2. Nf3","2. Nf3 ... ","g1","f3","","rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2"
"217","A46","Queen's pawn: Torre attack","1. d4 Nf6 2. Nf3 e6 3. Bg5","3. Bg5 ... ","c1","g5","","rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3"
"218","A46","Queen's pawn: Torre attack, Wagner gambit","1. d4 Nf6 2. Nf3 e6 3. Bg5 c5 4. e4","4. e4 ... ","e2","e4","","rnbqkb1r/pp1p1ppp/4pn2/2p3B1/3PP3/5N2/PPP2PPP/RN1QKB1R b KQkq - 0 4"
"219","A46","Queen's pawn: Yusupov-Rubinstein system","1. d4 Nf6 2. Nf3 e6 3. e3","3. e3 ... ","e2","e3","","rnbqkb1r/pppp1ppp/4pn2/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3"
"220","A46","Doery defense","1. d4 Nf6 2. Nf3 Ne4","2.  ... Ne4","f6","e4","","rnbqkb1r/pppppppp/8/8/3Pn3/5N2/PPP1PPPP/RNBQKB1R w KQkq - 3 3"
"221","A47","Queen's Indian defense","1. d4 Nf6 2. Nf3 b6","2.  ... b6","b7","b6","","rnbqkb1r/p1pppppp/1p3n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3"
"222","A47","Queen's Indian: Marienbad system","1. d4 Nf6 2. Nf3 b6 3. g3 Bb7 4. Bg2 c5","4.  ... c5","c7","c5","","rn1qkb1r/pb1ppppp/1p3n2/2p5/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 0 5"
"223","A47","Queen's Indian: Marienbad system, Berg Variation","1. d4 Nf6 2. Nf3 b6 3. g3 Bb7 4. Bg2 c5 5. c4 cxd4 6. Qxd4","6. Qxd4 ... ","d1","d4","","rn1qkb1r/pb1ppppp/1p3n2/8/2PQ4/5NP1/PP2PPBP/RNB1K2R b KQkq - 0 6"
"224","A48","King's Indian: East Indian defense","1. d4 Nf6 2. Nf3 g6","2.  ... g6","g7","g6","","rnbqkb1r/pppppp1p/5np1/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3"
"225","A48","King's Indian: Torre attack","1. d4 Nf6 2. Nf3 g6 3. Bg5","3. Bg5 ... ","c1","g5","","rnbqkb1r/pppppp1p/5np1/6B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3"
