"index","eco","title","pgn","last_ply","sq_from","sq_to","sq_check","fen"
"512","B23","Sicilian: chameleon Variation","1. e4 c5 2. Nc3 Nc6 3. Nge2","3. Nge2 ... ","g1","e2","","r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N5/PPPPNPPP/R1BQKB1R b KQkq - 3 3"
"513","B23","Sicilian: Grand Prix attack","1. e4 c5 2. Nc3 Nc6 3. f4","3. f4 ... ","f2","f4","","r1bqkbnr/pp1ppppp/2n5/2p5/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq - 0 3"
"514","B23","Sicilian: Grand Prix attack, Schofman Variation","1. e4 c5 2. Nc3 Nc6 3. f4 g6 4. Nf3 Bg7 5. Bc4 e6 6. f5","6. f5 ... ","f4","f5","","r1bqk1nr/pp1p1pbp/2n1p1p1/2p2P2/2B1P3/2N2N2/PPPP2PP/R1BQK2R b KQkq - 0 6"
"515","B24","Sicilian: Closed","1. e4 c5 2. Nc3 Nc6 3. g3","3. g3 ... ","g2","g3","","r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N3P1/PPPP1P1P/R1BQKBNR b KQkq - 0 3"
"516","B24","Sicilian: Closed, Smyslov Variation","1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 e6 6. Be3 Nd4 7. Nce2","7. Nce2 ... ","c3","e2","","r1bqk1nr/pp1p1pbp/4p1p1/2p5/3nP3/3PB1P1/PPP1NPBP/R2QK1NR b KQkq - 3 7"
"517","B25","Sicilian: Closed","1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6","5.  ... d6","d7","d6","","r1bqk1nr/pp2ppbp/2np2p1/2p5/4P3/2NP2P1/PPP2PBP/R1BQK1NR w KQkq - 0 6"
"518","B25","Sicilian: Closed, 6.Ne2 e5 (Botvinnik)","1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. Nge2 e5","6.  ... e5","e7","e5","","r1bqk1nr/pp3pbp/2np2p1/2p1p3/4P3/2NP2P1/PPP1NPBP/R1BQK2R w KQkq - 0 7"
"519","B25","Sicilian: Closed, 6.f4","1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. f4","6. f4 ... ","f2","f4","","r1bqk1nr/pp2ppbp/2np2p1/2p5/4PP2/2NP2P1/PPP3BP/R1BQK1NR b KQkq - 0 6"
"520","B25","Sicilian: Closed, 6.f4 e5 (Botvinnik)","1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. f4 e5","6.  ... e5","e7","e5","","r1bqk1nr/pp3pbp/2np2p1/2p1p3/4PP2/2NP2P1/PPP3BP/R1BQK1NR w KQkq - 0 7"
"521","B26","Sicilian: Closed, 6.Be3","1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. Be3","6. Be3 ... ","c1","e3","","r1bqk1nr/pp2ppbp/2np2p1/2p5/4P3/2NPB1P1/PPP2PBP/R2QK1NR b KQkq - 1 6"
"522","B27","Sicilian defense","1. e4 c5 2. Nf3","2. Nf3 ... ","g1","f3","","rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2"
"523","B27","Sicilian: Stiletto (Althouse) Variation","1. e4 c5 2. Nf3 Qa5","2.  ... Qa5","d8","a5","","rnb1kbnr/pp1ppppp/8/q1p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3"
"524","B27","Sicilian: Quinteros Variation","1. e4 c5 2. Nf3 Qc7","2.  ... Qc7","d8","c7","","rnb1kbnr/ppqppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3"
"525","B27","Sicilian: Katalimov Variation","1. e4 c5 2. Nf3 b6","2.  ... b6","b7","b6","","rnbqkbnr/p2ppppp/1p6/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3"
"526","B27","Sicilian: Hungarian Variation","1. e4 c5 2. Nf3 g6","2.  ... g6","g7","g6","","rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3"
"527","B27","Sicilian: Acton extension","1. e4 c5 2. Nf3 g6 3. c4 Bh6","3.  ... Bh6","f8","h6","","rnbqk1nr/pp1ppp1p/6pb/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4"
"528","B28","Sicilian: O'Kelly Variation","1. e4 c5 2. Nf3 a6","2.  ... a6","a7","a6","","rnbqkbnr/1p1ppppp/p7/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3"
"529","B29","Sicilian: Nimzovich-Rubinstein Variation","1. e4 c5 2. Nf3 Nf6","2.  ... Nf6","g8","f6","","rnbqkb1r/pp1ppppp/5n2/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3"
"530","B29","Sicilian: Nimzovich-Rubinstein; Rubinstein counter-gambit","1. e4 c5 2. Nf3 Nf6 3. e5 Nd5 4. Nc3 e6 5. Nxd5 exd5 6. d4 Nc6","6.  ... Nc6","b8","c6","","r1bqkb1r/pp1p1ppp/2n5/2ppP3/3P4/5N2/PPP2PPP/R1BQKB1R w KQkq - 1 7"
"531","B30","Sicilian defense","1. e4 c5 2. Nf3 Nc6","2.  ... Nc6","b8","c6","","r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3"
"532","B30","Sicilian: Nimzovich-Rossolimo attack (without ...d6)","1. e4 c5 2. Nf3 Nc6 3. Bb5","3. Bb5 ... ","f1","b5","","r1bqkbnr/pp1ppppp/2n5/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3"
"533","B31","Sicilian: Nimzovich-Rossolimo attack (with ...g6, without ...d6)","1. e4 c5 2. Nf3 Nc6 3. Bb5 g6","3.  ... g6","g7","g6","","r1bqkbnr/pp1ppp1p/2n3p1/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4"
"534","B31","Sicilian: Nimzovich-Rossolimo attack, Gurgenidze Variation","1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. Re1 e5 6. b4","6. b4 ... ","b2","b4","","r1bqk1nr/pp1p1pbp/2n3p1/1Bp1p3/1P2P3/5N2/P1PP1PPP/RNBQR1K1 b kq - 0 6"
"535","B32","Sicilian defense","1. e4 c5 2. Nf3 Nc6 3. d4","3. d4 ... ","d2","d4","","r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3"
"536","B32","Sicilian: Flohr Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Qc7","4.  ... Qc7","d8","c7","","r1b1kbnr/ppqppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5"
"537","B32","Sicilian: Nimzovich Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 d5","4.  ... d5","d7","d5","","r1bqkbnr/pp2pppp/2n5/3p4/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5"
"538","B32","Sicilian: Labourdonnais-Loewenthal Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5","4.  ... e5","e7","e5","","r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5"
"539","B32","Sicilian: Labourdonnais-Loewenthal (Kalashnikov) Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nb5 d6","5.  ... d6","d7","d6","","r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 6"
"540","B33","Sicilian defense","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6","4.  ... Nf6","g8","f6","","r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5"
"541","B33","Sicilian: Pelikan (Lasker/Sveshnikov) Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5","5.  ... e5","e7","e5","","r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6"
"542","B33","Sicilian: Pelikan, Bird Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 Be6","8.  ... Be6","c8","e6","","r2qkb1r/1p3ppp/p1npbn2/4p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq - 2 9"
"543","B33","Sicilian: Pelikan, Chelyabinsk Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5","8.  ... b5","b7","b5","","r1bqkb1r/5ppp/p1np1n2/1p2p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq - 0 9"
"544","B33","Sicilian: Sveshnikov Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5 9. Bxf6 gxf6 10. Nd5 f5","10.  ... f5","f6","f5","","r1bqkb1r/5p1p/p1np4/1p1Npp2/4P3/N7/PPP2PPP/R2QKB1R w KQkq - 0 11"
"545","B34","Sicilian: Accelerated Fianchetto, Exchange Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nxc6","5. Nxc6 ... ","d4","c6","","r1bqkbnr/pp1ppp1p/2N3p1/8/4P3/8/PPP2PPP/RNBQKB1R b KQkq - 0 5"
"546","B34","Sicilian: Accelerated Fianchetto, Modern Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nc3","5. Nc3 ... ","b1","c3","","r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 5"
"547","B35","Sicilian: Accelerated Fianchetto, Modern Variation with Bc4","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nc3 Bg7 6. Be3 Nf6 7. Bc4","7. Bc4 ... ","f1","c4","","r1bqk2r/pp1pppbp/2n2np1/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq - 5 7"
"548","B36","Sicilian: Accelerated Fianchetto, Maroczy bind","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4","5. c4 ... ","c2","c4","","r1bqkbnr/pp1ppp1p/2n3p1/8/2PNP3/8/PP3PPP/RNBQKB1R b KQkq - 0 5"
"549","B36","Sicilian: Accelerated Fianchetto, Gurgenidze Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Nf6 6. Nc3 Nxd4 7. Qxd4 d6","7.  ... d6","d7","d6","","r1bqkb1r/pp2pp1p/3p1np1/8/2PQP3/2N5/PP3PPP/R1B1KB1R w KQkq - 0 8"
"550","B37","Sicilian: Accelerated Fianchetto, Maroczy bind, 5...Bg7","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7","5.  ... Bg7","f8","g7","","r1bqk1nr/pp1pppbp/2n3p1/8/2PNP3/8/PP3PPP/RNBQKB1R w KQkq - 1 6"
"551","B37","Sicilian: Accelerated Fianchetto, Simagin Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7 6. Nc2 d6 7. Be2 Nh6","7.  ... Nh6","g8","h6","","r1bqk2r/pp2ppbp/2np2pn/8/2P1P3/8/PPN1BPPP/RNBQK2R w KQkq - 2 8"
"552","B38","Sicilian: Accelerated Fianchetto, Maroczy bind, 6.Be3","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7 6. Be3","6. Be3 ... ","c1","e3","","r1bqk1nr/pp1pppbp/2n3p1/8/2PNP3/4B3/PP3PPP/RN1QKB1R b KQkq - 2 6"
"553","B39","Sicilian: Accelerated Fianchetto, Breyer Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7 6. Be3 Nf6 7. Nc3 Ng4","7.  ... Ng4","f6","g4","","r1bqk2r/pp1pppbp/2n3p1/8/2PNP1n1/2N1B3/PP3PPP/R2QKB1R w KQkq - 5 8"
"554","B40","Sicilian defense","1. e4 c5 2. Nf3 e6","2.  ... e6","e7","e6","","rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3"
"555","B40","Sicilian: Marshall Variation","1. e4 c5 2. Nf3 e6 3. d4 d5","3.  ... d5","d7","d5","","rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4"
"556","B40","Sicilian defense","1. e4 c5 2. Nf3 e6 3. d4 cxd4","3.  ... cxd4","c5","d4","","rnbqkbnr/pp1p1ppp/4p3/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4"
"557","B40","Sicilian: Anderssen Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6","4.  ... Nf6","g8","f6","","rnbqkb1r/pp1p1ppp/4pn2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5"
"558","B40","Sicilian: Pin Variation (Sicilian counter-attack)","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4","5.  ... Bb4","f8","b4","","rnbqk2r/pp1p1ppp/4pn2/8/1b1NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6"
"559","B40","Sicilian: Pin, Jaffe Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. Bd3 e5","6.  ... e5","e6","e5","","rnbqk2r/pp1p1ppp/5n2/4p3/1b1NP3/2NB4/PPP2PPP/R1BQK2R w KQkq - 0 7"
"560","B40","Sicilian: Pin, Koch Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. e5","6. e5 ... ","e4","e5","","rnbqk2r/pp1p1ppp/4pn2/4P3/1b1N4/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 6"
"561","B41","Sicilian: Kan Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6","4.  ... a6","a7","a6","","rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5"
"562","B41","Sicilian: Kan, Maroczy bind (Reti Variation )","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4","5. c4 ... ","c2","c4","","rnbqkbnr/1p1p1ppp/p3p3/8/2PNP3/8/PP3PPP/RNBQKB1R b KQkq - 0 5"
"563","B41","Sicilian: Kan, Maroczy bind - Bronstein Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3 Bb4 7. Bd3 Nc6 8. Bc2","8. Bc2 ... ","d3","c2","","r1bqk2r/1p1p1ppp/p1n1pn2/8/1bPNP3/2N5/PPB2PPP/R1BQK2R b KQkq - 6 8"
"564","B42","Sicilian: Kan, 5.Bd3","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3","5. Bd3 ... ","f1","d3","","rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/3B4/PPP2PPP/RNBQK2R b KQkq - 1 5"
"565","B42","Sicilian: Kan, Gipslis Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Nf6 6. O-O d6 7. c4 g6","7.  ... g6","g7","g6","","rnbqkb1r/1p3p1p/p2ppnp1/8/2PNP3/3B4/PP3PPP/RNBQ1RK1 w kq - 0 8"
"566","B42","Sicilian: Kan, Polugaievsky Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Bc5","5.  ... Bc5","f8","c5","","rnbqk1nr/1p1p1ppp/p3p3/2b5/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 2 6"
"567","B42","Sicilian: Kan, Swiss cheese Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 g6","5.  ... g6","g7","g6","","rnbqkbnr/1p1p1p1p/p3p1p1/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 0 6"
"568","B43","Sicilian: Kan, 5.Nc3","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3","5. Nc3 ... ","b1","c3","","rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 5"
"569","B44","Sicilian defense","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6","4.  ... Nc6","b8","c6","","r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5"
"570","B44","Sicilian, Szen (`anti-Taimanov') Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5","5. Nb5 ... ","d4","b5","","r1bqkbnr/pp1p1ppp/2n1p3/1N6/4P3/8/PPP2PPP/RNBQKB1R b KQkq - 2 5"
"571","B44","Sicilian, Szen, hedgehog Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 Be7 9. Be2 O-O 10. O-O b6","10.  ... b6","b7","b6","","r1bq1rk1/4bppp/ppnppn2/8/2P1P3/N1N5/PP2BPPP/R1BQ1RK1 w - - 0 11"
"572","B44","Sicilian, Szen Variation , Dely-Kasparov gambit","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 d5","8.  ... d5","d6","d5","","r1bqkb1r/1p3ppp/p1n1pn2/3p4/2P1P3/N1N5/PP3PPP/R1BQKB1R w KQkq - 0 9"
"573","B45","Sicilian: Taimanov Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3","5. Nc3 ... ","b1","c3","","r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5"
"574","B45","Sicilian: Taimanov, American attack","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Nf6 6. Ndb5 Bb4 7. Nd6+","7. Nd6+ ... ","b5","d6","e8","r1bqk2r/pp1p1ppp/2nNpn2/8/1b2P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 6 7"
"575","B46","Sicilian: Taimanov Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 a6","5.  ... a6","a7","a6","","r1bqkbnr/1p1p1ppp/p1n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6"
"576","B47","Sicilian: Taimanov (Bastrikov) Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7","5.  ... Qc7","d8","c7","","r1b1kbnr/ppqp1ppp/2n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6"
"577","B48","Sicilian: Taimanov Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3","6. Be3 ... ","c1","e3","","r1b1kbnr/ppqp1ppp/2n1p3/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 4 6"
"578","B49","Sicilian: Taimanov Variation","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3 a6 7. Be2","7. Be2 ... ","f1","e2","","r1b1kbnr/1pqp1ppp/p1n1p3/8/3NP3/2N1B3/PPP1BPPP/R2QK2R b KQkq - 1 7"
"579","B50","Sicilian","1. e4 c5 2. Nf3 d6","2.  ... d6","d7","d6","","rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3"
"580","B50","Sicilian: wing gambit deferred","1. e4 c5 2. Nf3 d6 3. b4","3. b4 ... ","b2","b4","","rnbqkbnr/pp2pppp/3p4/2p5/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq - 0 3"
"581","B51","Sicilian: Canal-Sokolsky (Nimzovich-Rossolimo, Moscow) attack","1. e4 c5 2. Nf3 d6 3. Bb5+","3. Bb5+ ... ","f1","b5","e8","rnbqkbnr/pp2pppp/3p4/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3"
"582","B52","Sicilian: Canal-Sokolsky attack, 3...Bd7","1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7","3.  ... Bd7","c8","d7","","rn1qkbnr/pp1bpppp/3p4/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4"
"583","B52","Sicilian: Canal-Sokolsky attack, Bronstein gambit","1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. O-O Nc6 6. c3 Nf6 7. d4","7. d4 ... ","d2","d4","","r3kb1r/pp1qpppp/2np1n2/2p5/3PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq - 0 7"
"584","B52","Sicilian: Canal-Sokolsky attack, Sokolsky Variation","1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. c4","5. c4 ... ","c2","c4","","rn2kbnr/pp1qpppp/3p4/2p5/2P1P3/5N2/PP1P1PPP/RNBQK2R b KQkq - 0 5"
"585","B53","Sicilian, Chekhover Variation","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Qxd4","4. Qxd4 ... ","d1","d4","","rnbqkbnr/pp2pppp/3p4/8/3QP3/5N2/PPP2PPP/RNB1KB1R b KQkq - 0 4"
"586","B53","Sicilian: Chekhover, Zaitsev Variation","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Qxd4 Nc6 5. Bb5 Qd7","5.  ... Qd7","d8","d7","","r1b1kbnr/pp1qpppp/2np4/1B6/3QP3/5N2/PPP2PPP/RNB1K2R w KQkq - 3 6"
"587","B54","Sicilian","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4","4. Nxd4 ... ","f3","d4","","rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4"
"588","B54","Sicilian: Prins (Moscow) Variation","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. f3","5. f3 ... ","f2","f3","","rnbqkb1r/pp2pppp/3p1n2/8/3NP3/5P2/PPP3PP/RNBQKB1R b KQkq - 0 5"
"589","B55","Sicilian: Prins Variation , Venice attack","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. f3 e5 6. Bb5+","6. Bb5+ ... ","f1","b5","e8","rnbqkb1r/pp3ppp/3p1n2/1B2p3/3NP3/5P2/PPP3PP/RNBQK2R b KQkq - 1 6"
"590","B56","Sicilian","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3","5. Nc3 ... ","b1","c3","","rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5"
"591","B56","Sicilian: Venice attack","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Bb5+","6. Bb5+ ... ","f1","b5","e8","rnbqkb1r/pp3ppp/3p1n2/1B2p3/3NP3/2N5/PPP2PPP/R1BQK2R b KQkq - 1 6"
"592","B56","Sicilian","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6","5.  ... Nc6","b8","c6","","r1bqkb1r/pp2pppp/2np1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6"
"593","B57","Sicilian: Sozin, not Scheveningen","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bc4","6. Bc4 ... ","f1","c4","","r1bqkb1r/pp2pppp/2np1n2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq - 4 6"
"594","B57","Sicilian: Magnus Smith trap","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bc4 g6 7. Nxc6 bxc6 8. e5","8. e5 ... ","e4","e5","","r1bqkb1r/p3pp1p/2pp1np1/4P3/2B5/2N5/PPP2PPP/R1BQK2R b KQkq - 0 8"
"595","B57","Sicilian: Sozin, Benko Variation","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bc4 Qb6","6.  ... Qb6","d8","b6","","r1b1kb1r/pp2pppp/1qnp1n2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 5 7"
"596","B58","Sicilian: Classical","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2","6. Be2 ... ","f1","e2","","r1bqkb1r/pp2pppp/2np1n2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq - 1 6"
"597","B58","Sicilian: Boleslavsky Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2 e5","6.  ... e5","e7","e5","","r1bqkb1r/pp3ppp/2np1n2/4p3/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq - 0 7"
"598","B58","Sicilian: Boleslavsky, Louma Variation","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2 e5 7. Nxc6","7. Nxc6 ... ","d4","c6","","r1bqkb1r/pp3ppp/2Np1n2/4p3/4P3/2N5/PPP1BPPP/R1BQK2R b KQkq - 0 7"
"599","B59","Sicilian: Boleslavsky Variation , 7.Nb3","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2 e5 7. Nb3","7. Nb3 ... ","d4","b3","","r1bqkb1r/pp3ppp/2np1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQK2R b KQkq - 1 7"
"600","B60","Sicilian: Richter-Rauzer","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5","6. Bg5 ... ","c1","g5","","r1bqkb1r/pp2pppp/2np1n2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq - 4 6"
"601","B60","Sicilian: Richter-Rauzer, Bondarevsky Variation","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 g6","6.  ... g6","g7","g6","","r1bqkb1r/pp2pp1p/2np1np1/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 7"
